student_id,department,year,subject,month1_marks,month2_marks,month3_marks,model_marks,practicals_marks
83,MATH,2,Statistics,62.19,58.33,67.06,76.5,61.92
83,MATH,2,Probability,83.67,66.76,58.37,50.88,61.94
83,MATH,2,Discrete Math,92.21,56.78,49.29,70.34,65.35
84,CIVIL,4,Surveying,41.93,57.77,69.93,75.34,67.83
84,CIVIL,4,Structures,64.6,93.1,60.75,59.2,62.17
84,CIVIL,4,Concrete,65.18,81.77,51.33,84.01,51.06
84,CIVIL,4,Hydraulics,63.04,82.67,58.63,76.01,60.25
84,CIVIL,4,Construction,80.81,42.88,86.89,55.9,93.72
85,MECH,1,Thermodynamics,59.39,79.75,57.56,94.83,56.33
85,MECH,1,Manufacturing,49.82,67.12,44.51,55.78,97.19
85,MECH,1,Mechanics,93.71,60.69,90.78,74.97,63.49
85,MECH,1,CAD,78.63,76.24,94.4,59.58,83.6
85,MECH,1,Fluid Dynamics,42.86,46.25,40.22,99.97,90.11
86,CHEM,3,Organic,83.27,68.03,56.5,53.32,64.23
86,CHEM,3,Inorganic,60.68,81.6,69.68,49.26,50.9
86,CHEM,3,Physical,45.63,62.58,91.33,80.06,90.09
86,CHEM,3,Analytical,65.65,59.89,45.96,93.18,89.16
86,CHEM,3,Industrial Chemistry,49.25,68.17,66.81,79.38,97.31
87,CSE,1,Programming,71.89,69.71,42.77,48.46,59.37
87,CSE,1,Data Structures,41.79,80.88,79.78,52.48,91.8
87,CSE,1,DBMS,48.51,56.56,53.69,65.48,62.73
87,CSE,1,Networks,66.89,62.41,94.26,48.08,57.11
87,CSE,1,OS,42.91,74.42,43.0,91.0,75.6
88,MATH,4,Algebra,68.99,70.89,49.39,55.87,65.94
88,MATH,4,Calculus,72.64,51.56,46.4,98.36,51.1
88,MATH,4,Statistics,84.15,83.34,56.35,52.46,57.28
88,MATH,4,Probability,78.36,75.35,83.05,96.56,84.6
88,MATH,4,Discrete Math,48.57,53.39,86.32,56.51,53.63
89,EEE,3,Machines,78.68,62.14,90.6,80.76,54.52
89,EEE,3,Circuits,92.13,54.22,58.55,67.12,52.56
89,EEE,3,Power Systems,67.31,46.78,62.05,64.29,88.64
89,EEE,3,Control,84.17,48.44,60.16,65.53,57.57
89,EEE,3,Measurements,83.91,78.9,50.47,65.17,55.29
90,EEE,3,Machines,74.55,46.68,94.23,87.94,69.51
90,EEE,3,Circuits,71.82,90.12,70.48,54.6,68.94
90,EEE,3,Power Systems,86.37,75.43,75.79,92.68,94.7
90,EEE,3,Control,90.59,45.22,69.93,85.73,87.85
90,EEE,3,Measurements,73.37,49.17,83.86,84.61,54.31
91,BIO,1,Biology,65.51,49.57,58.56,45.99,70.02
91,BIO,1,Genetics,70.24,74.08,76.49,91.0,60.77
91,BIO,1,Biochemistry,46.63,86.83,48.61,98.61,92.13
91,BIO,1,Microbiology,67.55,93.98,45.36,61.67,81.91
91,BIO,1,Biotechnology,59.25,91.06,43.61,75.22,79.54
92,CSE,2,Programming,75.9,54.06,60.05,91.4,59.75
92,CSE,2,Data Structures,85.48,70.95,81.92,84.25,60.38
92,CSE,2,DBMS,71.28,87.72,63.77,98.16,72.61
92,CSE,2,Networks,47.85,61.42,92.34,62.58,93.4
92,CSE,2,OS,88.47,59.26,44.58,84.85,65.58
93,MATH,1,Algebra,83.06,64.35,66.69,87.79,69.12
93,MATH,1,Calculus,64.37,60.69,60.2,73.93,90.44
93,MATH,1,Statistics,59.9,68.83,76.89,59.82,63.88
93,MATH,1,Probability,91.34,79.79,71.75,80.62,51.46
93,MATH,1,Discrete Math,74.0,68.02,70.02,64.77,54.07
94,BIO,2,Biology,50.63,92.29,62.48,70.67,52.64
94,BIO,2,Genetics,42.07,79.44,69.6,72.98,62.16
94,BIO,2,Biochemistry,80.96,49.25,50.45,70.34,64.31
94,BIO,2,Microbiology,53.61,75.49,75.8,90.35,70.89
94,BIO,2,Biotechnology,44.02,55.05,93.9,77.79,85.49
95,MATH,1,Algebra,40.4,68.5,42.06,76.31,96.04
95,MATH,1,Calculus,93.26,69.73,65.2,96.98,83.68
95,MATH,1,Statistics,43.57,65.61,53.21,70.84,72.77
95,MATH,1,Probability,72.02,59.62,49.03,72.7,91.51
95,MATH,1,Discrete Math,76.52,58.61,91.45,95.17,60.47
96,EEE,3,Machines,42.17,80.77,85.52,98.23,94.49
96,EEE,3,Circuits,73.03,69.15,41.53,58.57,72.98
96,EEE,3,Power Systems,74.57,70.65,80.84,60.39,78.25
96,EEE,3,Control,44.85,62.75,81.26,83.14,99.53
96,EEE,3,Measurements,55.28,67.4,58.12,69.23,92.85
97,ECE,2,Circuits,77.63,88.53,51.19,93.03,52.99
97,ECE,2,Electronics,88.87,58.1,57.3,73.16,97.03
97,ECE,2,Signals,42.63,59.37,87.11,66.78,59.96
97,ECE,2,Communication,63.36,61.21,90.35,86.91,75.26
97,ECE,2,Microprocessors,94.36,65.59,43.2,59.43,71.8
98,MECH,4,Thermodynamics,48.63,92.12,82.18,59.76,79.54
98,MECH,4,Manufacturing,79.68,91.77,88.49,73.34,88.73
98,MECH,4,Mechanics,70.92,70.4,46.31,51.94,76.48
98,MECH,4,CAD,54.79,41.16,79.76,46.79,79.76
98,MECH,4,Fluid Dynamics,69.66,93.28,66.63,48.5,77.58
99,CIVIL,3,Surveying,86.26,94.83,63.67,62.62,95.33
99,CIVIL,3,Structures,50.52,73.85,62.31,47.26,67.36
99,CIVIL,3,Concrete,54.59,77.74,92.18,59.74,90.57
99,CIVIL,3,Hydraulics,43.04,69.6,43.88,96.37,88.32
99,CIVIL,3,Construction,76.19,85.31,75.61,98.29,85.7
100,MECH,3,Thermodynamics,90.86,68.44,46.44,74.05,56.34
100,MECH,3,Manufacturing,72.59,66.54,74.24,45.55,59.74
100,MECH,3,Mechanics,67.02,92.28,61.1,68.34,85.73
100,MECH,3,CAD,73.21,56.44,62.59,56.97,98.3
100,MECH,3,Fluid Dynamics,47.18,60.45,41.42,57.2,89.02
101,CSE,4,Programming,51.06,44.4,66.09,45.55,54.24
101,CSE,4,Data Structures,84.42,82.43,90.33,92.0,84.16
101,CSE,4,DBMS,42.88,83.06,86.5,88.95,75.42
101,CSE,4,Networks,52.81,86.49,79.99,98.94,57.78
101,CSE,4,OS,52.41,51.65,83.59,55.28,53.33
102,CSE,3,Programming,94.92,41.36,85.94,65.1,92.08
102,CSE,3,Data Structures,70.5,89.59,90.94,45.5,53.77
102,CSE,3,DBMS,53.77,76.81,88.85,70.3,80.35
102,CSE,3,Networks,50.37,84.27,93.2,59.77,74.74
102,CSE,3,OS,44.74,70.75,67.65,52.94,72.1
103,CHEM,2,Organic,58.38,68.7,72.21,45.47,88.05
103,CHEM,2,Inorganic,79.22,60.15,42.91,86.52,97.76
103,CHEM,2,Physical,53.21,57.79,50.11,76.73,57.74
103,CHEM,2,Analytical,59.59,78.34,70.81,66.26,71.01
103,CHEM,2,Industrial Chemistry,70.92,40.32,44.32,93.47,53.89
104,CIVIL,1,Surveying,78.87,90.6,54.89,65.38,78.45
104,CIVIL,1,Structures,88.49,91.8,80.68,49.76,83.46
104,CIVIL,1,Concrete,62.57,65.89,42.7,55.51,89.53
104,CIVIL,1,Hydraulics,64.97,56.59,61.12,91.99,87.45
104,CIVIL,1,Construction,54.98,46.46,53.86,95.64,79.08
105,BIO,4,Biology,69.34,72.8,60.13,89.39,76.16
105,BIO,4,Genetics,46.42,47.1,69.53,96.51,65.42
105,BIO,4,Biochemistry,87.82,82.03,53.63,47.0,55.09
105,BIO,4,Microbiology,80.07,50.98,60.42,72.59,86.27
105,BIO,4,Biotechnology,46.23,62.35,66.68,74.75,90.92
106,MATH,4,Algebra,49.44,84.43,78.11,75.57,84.98
106,MATH,4,Calculus,62.66,47.61,76.62,73.86,81.97
106,MATH,4,Statistics,58.59,89.88,72.31,49.7,72.49
106,MATH,4,Probability,81.6,83.68,67.2,94.21,63.38
106,MATH,4,Discrete Math,62.58,89.42,89.29,82.71,92.95
107,MATH,1,Algebra,44.88,87.57,57.63,54.81,61.97
107,MATH,1,Calculus,62.99,53.82,57.63,52.42,64.81
107,MATH,1,Statistics,71.48,64.3,59.07,86.05,94.68
107,MATH,1,Probability,81.62,58.26,80.94,53.36,56.52
107,MATH,1,Discrete Math,59.01,84.42,53.55,48.48,56.59
108,ECE,4,Circuits,87.23,74.86,53.93,75.54,76.38
108,ECE,4,Electronics,76.05,52.83,87.54,62.02,84.71
108,ECE,4,Signals,40.89,60.5,59.34,74.89,53.64
108,ECE,4,Communication,83.46,51.98,77.24,89.18,78.09
108,ECE,4,Microprocessors,80.75,76.4,59.55,89.49,64.74
109,EEE,2,Machines,71.42,81.0,60.84,61.65,72.97
109,EEE,2,Circuits,84.99,91.15,69.98,81.38,95.16
109,EEE,2,Power Systems,45.42,52.76,78.99,90.31,92.85
109,EEE,2,Control,62.83,44.91,64.08,57.69,64.56
109,EEE,2,Measurements,82.47,44.15,85.52,68.52,79.8
110,EEE,2,Machines,44.93,58.55,44.93,97.88,90.36
110,EEE,2,Circuits,65.28,52.3,91.34,63.95,58.05
110,EEE,2,Power Systems,70.97,91.91,40.21,58.1,96.92
110,EEE,2,Control,49.41,46.23,71.36,92.4,73.86
110,EEE,2,Measurements,94.7,77.35,44.07,99.61,70.39
111,CSE,4,Programming,55.81,70.68,56.74,49.76,50.07
111,CSE,4,Data Structures,64.73,86.03,71.48,99.96,64.34
111,CSE,4,DBMS,55.43,48.79,49.02,60.69,89.64
111,CSE,4,Networks,89.82,93.63,52.78,93.47,66.41
111,CSE,4,OS,46.21,87.85,74.99,54.06,71.49
112,EEE,2,Machines,55.8,80.52,64.94,99.41,52.74
112,EEE,2,Circuits,59.53,66.5,67.67,62.38,86.46
112,EEE,2,Power Systems,88.11,91.63,84.28,91.78,77.53
112,EEE,2,Control,85.42,56.69,61.92,62.43,73.37
112,EEE,2,Measurements,55.71,92.89,57.21,50.39,76.34
113,BIO,4,Biology,43.14,46.08,52.07,70.54,71.66
113,BIO,4,Genetics,83.98,80.67,63.45,63.35,65.82
113,BIO,4,Biochemistry,82.57,42.86,40.71,88.75,73.86
113,BIO,4,Microbiology,47.2,52.96,91.29,92.27,85.49
113,BIO,4,Biotechnology,66.52,68.62,93.64,98.12,60.76
114,CHEM,4,Organic,84.61,50.85,51.74,82.19,70.25
114,CHEM,4,Inorganic,91.23,44.9,68.13,95.52,95.21
114,CHEM,4,Physical,48.61,60.17,74.05,53.77,98.4
114,CHEM,4,Analytical,90.31,49.18,46.66,49.7,95.47
114,CHEM,4,Industrial Chemistry,50.65,62.9,64.69,77.95,53.59
115,BIO,1,Biology,52.47,91.23,89.96,87.97,50.97
115,BIO,1,Genetics,57.99,74.54,55.14,95.03,81.69
115,BIO,1,Biochemistry,43.95,90.0,92.68,49.27,76.62
115,BIO,1,Microbiology,56.69,61.61,49.88,76.79,97.9
115,BIO,1,Biotechnology,67.67,44.56,74.1,63.71,92.8
116,CHEM,4,Organic,63.91,50.61,50.51,87.28,63.28
116,CHEM,4,Inorganic,82.2,51.32,57.69,70.6,97.16
116,CHEM,4,Physical,91.25,51.38,59.7,53.22,75.5
116,CHEM,4,Analytical,65.33,89.54,91.15,66.1,74.59
116,CHEM,4,Industrial Chemistry,89.29,84.37,40.2,62.6,71.09
117,BIO,2,Biology,52.63,50.98,42.08,80.39,63.13
117,BIO,2,Genetics,42.88,52.7,84.11,91.83,74.15
117,BIO,2,Biochemistry,62.88,93.78,51.03,56.84,64.59
117,BIO,2,Microbiology,49.5,60.87,90.1,78.84,70.6
117,BIO,2,Biotechnology,91.39,42.67,51.57,76.12,80.78
118,EEE,4,Machines,42.18,62.17,75.7,83.39,81.91
118,EEE,4,Circuits,57.63,45.14,63.49,52.08,97.38
118,EEE,4,Power Systems,66.13,57.45,82.15,72.39,65.5
118,EEE,4,Control,84.66,87.69,77.02,47.58,78.32
118,EEE,4,Measurements,81.98,47.51,52.58,93.54,51.01
119,BIO,3,Biology,81.4,66.06,64.57,45.39,90.97
119,BIO,3,Genetics,59.79,69.74,77.25,83.64,97.8
119,BIO,3,Biochemistry,69.22,61.98,92.45,80.32,64.91
119,BIO,3,Microbiology,46.96,86.34,59.92,81.33,73.54
119,BIO,3,Biotechnology,50.94,73.09,43.34,67.73,77.33
120,CIVIL,2,Surveying,63.98,81.18,85.54,87.42,51.94
120,CIVIL,2,Structures,50.68,69.51,91.42,90.92,92.13
120,CIVIL,2,Concrete,56.68,63.62,65.89,53.66,51.55
120,CIVIL,2,Hydraulics,92.08,53.24,53.2,49.59,96.43
120,CIVIL,2,Construction,71.89,76.69,90.14,64.01,81.08
121,BIO,1,Biology,42.13,50.27,85.72,87.17,67.53
121,BIO,1,Genetics,60.72,69.35,40.01,58.27,60.41
121,BIO,1,Biochemistry,53.78,84.32,55.38,55.53,75.21
121,BIO,1,Microbiology,87.61,53.27,44.32,64.6,87.38
121,BIO,1,Biotechnology,70.29,84.92,92.78,88.6,80.19
122,CIVIL,2,Surveying,67.13,42.2,94.14,66.09,57.61
122,CIVIL,2,Structures,76.67,55.64,72.22,77.27,72.29
122,CIVIL,2,Concrete,85.99,54.57,64.67,74.57,83.18
122,CIVIL,2,Hydraulics,83.12,61.71,75.53,53.28,96.63
122,CIVIL,2,Construction,61.07,80.12,41.12,56.29,74.35
123,EEE,1,Machines,88.3,69.0,91.14,71.61,74.52
123,EEE,1,Circuits,46.59,84.15,53.58,94.48,95.54
123,EEE,1,Power Systems,91.88,68.61,77.24,87.82,56.55
123,EEE,1,Control,73.05,41.89,67.37,53.52,59.15
123,EEE,1,Measurements,60.08,63.78,74.27,49.09,75.18
124,EEE,3,Machines,50.04,71.57,75.06,75.62,86.91
124,EEE,3,Circuits,58.46,82.08,63.8,71.63,82.41
124,EEE,3,Power Systems,41.01,75.97,74.02,62.04,54.29
124,EEE,3,Control,45.0,90.78,77.91,51.99,67.84
124,EEE,3,Measurements,72.59,85.96,42.4,58.01,94.49
125,CHEM,3,Organic,40.5,51.08,92.75,78.74,63.08
125,CHEM,3,Inorganic,43.68,41.55,53.46,93.48,70.8
125,CHEM,3,Physical,79.62,90.51,62.44,55.52,75.86
125,CHEM,3,Analytical,89.94,84.24,43.62,83.09,78.59
125,CHEM,3,Industrial Chemistry,89.91,46.74,69.37,93.37,70.5
126,CIVIL,2,Surveying,66.51,43.88,55.3,62.85,97.26
126,CIVIL,2,Structures,55.55,65.35,76.92,53.92,74.32
126,CIVIL,2,Concrete,80.62,87.68,74.44,81.8,56.31
126,CIVIL,2,Hydraulics,92.02,47.29,82.61,59.56,96.68
126,CIVIL,2,Construction,79.6,81.46,52.05,69.37,80.89
127,CIVIL,4,Surveying,82.35,45.72,92.93,93.96,63.52
127,CIVIL,4,Structures,85.25,68.51,65.4,62.29,79.05
127,CIVIL,4,Concrete,80.14,62.6,74.61,83.46,85.56
127,CIVIL,4,Hydraulics,42.86,87.29,65.2,59.43,62.09
127,CIVIL,4,Construction,66.57,88.78,60.81,86.23,54.84
128,CIVIL,4,Surveying,66.18,94.54,82.37,56.58,75.07
128,CIVIL,4,Structures,52.85,62.53,82.9,87.42,61.41
128,CIVIL,4,Concrete,90.72,72.59,60.9,72.61,80.25
128,CIVIL,4,Hydraulics,70.79,66.75,67.77,54.7,90.64
128,CIVIL,4,Construction,69.8,47.21,82.14,96.28,97.37
129,ECE,1,Circuits,60.3,47.45,68.51,51.19,96.7
129,ECE,1,Electronics,50.1,53.9,62.37,66.07,89.73
129,ECE,1,Signals,65.1,49.39,54.7,73.0,57.37
129,ECE,1,Communication,73.64,71.12,79.31,96.57,95.61
129,ECE,1,Microprocessors,92.03,53.46,47.24,61.63,94.75
130,MECH,2,Thermodynamics,93.46,87.26,46.05,97.11,71.17
130,MECH,2,Manufacturing,40.51,64.33,42.53,74.91,66.93
130,MECH,2,Mechanics,66.04,73.72,87.78,81.4,71.7
130,MECH,2,CAD,85.07,89.81,46.59,74.26,64.23
130,MECH,2,Fluid Dynamics,42.59,76.77,87.45,53.96,90.62
131,MATH,2,Algebra,86.94,90.29,54.59,94.72,66.03
131,MATH,2,Calculus,70.38,42.78,42.41,84.62,72.22
131,MATH,2,Statistics,54.1,50.47,76.85,45.02,90.29
131,MATH,2,Probability,44.36,50.53,61.24,71.67,67.75
131,MATH,2,Discrete Math,57.64,93.02,75.29,46.29,71.51
132,EEE,1,Machines,88.13,56.58,45.2,86.71,80.3
132,EEE,1,Circuits,71.37,42.95,47.73,79.24,60.39
132,EEE,1,Power Systems,67.72,69.97,55.59,97.16,92.12
132,EEE,1,Control,79.73,44.29,45.84,72.1,58.04
132,EEE,1,Measurements,93.8,48.72,66.81,65.03,81.97
133,MECH,2,Thermodynamics,47.1,63.67,55.11,93.83,52.03
133,MECH,2,Manufacturing,90.26,85.81,56.37,88.41,51.56
133,MECH,2,Mechanics,93.18,68.96,56.68,64.94,53.32
133,MECH,2,CAD,94.41,42.16,76.02,69.35,97.45
133,MECH,2,Fluid Dynamics,53.53,69.26,66.53,83.66,53.4
134,CIVIL,1,Surveying,50.66,51.8,80.6,55.4,78.67
134,CIVIL,1,Structures,51.84,87.39,91.82,73.52,67.62
134,CIVIL,1,Concrete,52.87,42.74,54.77,80.98,76.68
134,CIVIL,1,Hydraulics,91.92,61.8,78.16,71.91,75.63
134,CIVIL,1,Construction,54.73,65.02,65.89,83.87,97.03
135,MATH,3,Algebra,58.11,42.32,67.3,74.95,58.42
135,MATH,3,Calculus,81.83,94.17,92.02,55.84,93.77
135,MATH,3,Statistics,78.75,64.96,69.73,91.73,74.01
135,MATH,3,Probability,60.53,67.13,71.85,55.4,95.05
135,MATH,3,Discrete Math,77.08,74.83,45.47,78.23,56.05
136,MATH,4,Algebra,44.33,69.0,62.15,77.38,54.46
136,MATH,4,Calculus,63.7,49.61,94.29,75.86,84.37
136,MATH,4,Statistics,57.9,45.21,93.67,60.74,71.19
136,MATH,4,Probability,75.74,41.36,84.56,74.51,63.91
136,MATH,4,Discrete Math,43.39,48.94,89.23,82.73,62.5
137,CHEM,4,Organic,43.61,77.98,71.48,67.25,68.18
137,CHEM,4,Inorganic,51.92,76.83,93.39,54.66,79.86
137,CHEM,4,Physical,63.33,64.57,53.98,90.38,74.26
137,CHEM,4,Analytical,69.89,56.76,50.0,49.73,85.71
137,CHEM,4,Industrial Chemistry,50.79,77.95,61.47,67.87,73.46
138,CSE,3,Programming,60.22,45.53,57.03,81.51,83.29
138,CSE,3,Data Structures,55.74,65.31,50.64,56.57,51.15
138,CSE,3,DBMS,89.32,51.59,52.51,60.38,56.37
138,CSE,3,Networks,75.16,44.13,47.38,80.46,66.98
138,CSE,3,OS,78.94,70.66,54.08,80.8,55.81
139,CSE,1,Programming,69.5,64.04,54.73,78.22,93.57
139,CSE,1,Data Structures,94.94,73.43,62.26,57.39,62.85
139,CSE,1,DBMS,66.37,60.2,90.26,65.26,68.67
139,CSE,1,Networks,61.09,86.01,75.79,78.78,66.71
139,CSE,1,OS,84.98,42.11,87.89,73.2,69.91
140,EEE,1,Machines,67.34,76.71,40.7,92.94,72.34
140,EEE,1,Circuits,58.86,47.6,64.17,72.3,70.18
140,EEE,1,Power Systems,77.33,63.15,92.88,77.96,90.37
140,EEE,1,Control,46.01,61.85,58.53,76.32,93.06
140,EEE,1,Measurements,44.31,43.99,86.77,56.71,83.44
141,CIVIL,1,Surveying,69.86,85.81,46.88,52.14,77.84
141,CIVIL,1,Structures,92.05,62.82,57.98,78.37,96.52
141,CIVIL,1,Concrete,86.03,94.75,41.24,51.21,80.47
141,CIVIL,1,Hydraulics,85.13,55.69,53.16,88.28,52.82
141,CIVIL,1,Construction,60.32,67.82,70.82,85.07,67.74
142,CIVIL,4,Surveying,73.7,72.2,70.12,80.23,62.97
142,CIVIL,4,Structures,44.66,46.56,52.35,72.51,92.02
142,CIVIL,4,Concrete,78.57,83.4,59.3,67.26,69.68
142,CIVIL,4,Hydraulics,50.55,43.37,72.5,99.41,58.34
142,CIVIL,4,Construction,42.57,82.87,53.89,90.63,85.2
143,EEE,2,Machines,92.01,62.49,76.41,70.57,81.53
143,EEE,2,Circuits,64.73,50.37,67.93,74.07,90.53
143,EEE,2,Power Systems,80.45,76.51,46.24,84.63,75.02
143,EEE,2,Control,89.18,90.59,43.03,90.14,51.88
143,EEE,2,Measurements,60.19,69.83,48.15,86.05,50.42
144,CIVIL,1,Surveying,49.27,71.94,79.29,95.42,85.27
144,CIVIL,1,Structures,76.95,61.69,40.07,51.61,76.73
144,CIVIL,1,Concrete,77.13,62.96,80.19,73.7,53.71
144,CIVIL,1,Hydraulics,50.56,86.2,79.87,94.21,55.88
144,CIVIL,1,Construction,94.46,51.52,40.65,99.86,64.05
145,CHEM,2,Organic,76.74,49.72,71.91,94.72,66.01
145,CHEM,2,Inorganic,76.86,50.33,74.36,63.5,60.56
145,CHEM,2,Physical,57.23,49.84,89.61,66.85,62.26
145,CHEM,2,Analytical,64.66,57.63,80.94,98.42,71.9
145,CHEM,2,Industrial Chemistry,87.36,71.12,48.65,82.98,75.67
146,ECE,4,Circuits,75.78,88.93,64.22,94.56,87.53
146,ECE,4,Electronics,66.87,73.18,57.91,99.1,83.37
146,ECE,4,Signals,42.41,57.96,74.28,48.1,51.19
146,ECE,4,Communication,64.75,58.3,64.11,59.45,58.24
146,ECE,4,Microprocessors,77.9,68.3,51.01,62.58,79.59
147,MATH,4,Algebra,43.97,48.11,44.03,89.68,87.62
147,MATH,4,Calculus,81.43,79.4,76.82,71.23,82.11
147,MATH,4,Statistics,42.11,74.18,82.78,72.52,67.88
147,MATH,4,Probability,55.26,75.35,78.1,92.9,67.12
147,MATH,4,Discrete Math,82.34,70.87,88.56,74.03,75.88
148,BIO,1,Biology,71.78,81.21,93.06,49.05,52.67
148,BIO,1,Genetics,91.57,69.14,73.82,71.53,54.68
148,BIO,1,Biochemistry,82.24,81.1,57.14,61.84,91.89
148,BIO,1,Microbiology,43.98,88.46,54.12,77.61,96.8
148,BIO,1,Biotechnology,77.3,62.79,77.92,63.92,63.86
149,BIO,1,Biology,94.82,81.29,75.46,64.54,52.46
149,BIO,1,Genetics,41.71,70.48,81.91,74.56,92.04
149,BIO,1,Biochemistry,41.84,60.17,53.04,69.6,53.62
149,BIO,1,Microbiology,92.48,52.28,90.73,68.42,99.28
149,BIO,1,Biotechnology,70.47,91.2,40.29,86.15,95.15
150,MECH,4,Thermodynamics,47.68,45.29,63.35,96.35,77.12
150,MECH,4,Manufacturing,69.01,47.76,40.04,89.56,54.38
150,MECH,4,Mechanics,74.86,90.3,51.48,81.59,53.93
150,MECH,4,CAD,73.21,49.02,80.48,61.57,73.17
150,MECH,4,Fluid Dynamics,72.97,49.42,80.79,61.65,83.12
151,MECH,1,Thermodynamics,48.71,77.85,47.05,68.39,62.36
151,MECH,1,Manufacturing,81.16,54.41,88.49,94.05,59.82
151,MECH,1,Mechanics,73.76,44.82,61.53,84.23,82.97
151,MECH,1,CAD,74.36,55.54,60.79,50.66,85.95
151,MECH,1,Fluid Dynamics,67.71,78.98,53.69,62.84,66.71
152,EEE,2,Machines,41.42,58.76,84.18,94.35,75.91
152,EEE,2,Circuits,65.05,41.7,88.36,45.72,97.24
152,EEE,2,Power Systems,66.91,58.81,90.83,46.34,79.07
152,EEE,2,Control,70.19,52.06,63.59,80.87,86.36
152,EEE,2,Measurements,40.04,91.53,49.05,57.85,63.17
153,MATH,1,Algebra,42.08,46.77,94.25,62.34,55.77
153,MATH,1,Calculus,45.88,79.57,87.0,59.13,51.05
153,MATH,1,Statistics,52.27,43.11,45.69,68.73,61.5
153,MATH,1,Probability,68.38,53.94,91.73,94.83,78.34
153,MATH,1,Discrete Math,59.49,60.96,62.65,85.02,72.58
154,MECH,1,Thermodynamics,87.12,91.93,58.48,75.84,54.75
154,MECH,1,Manufacturing,51.03,62.74,51.34,93.21,57.91
154,MECH,1,Mechanics,65.06,73.31,78.05,66.07,93.45
154,MECH,1,CAD,71.26,64.17,43.7,70.56,91.04
154,MECH,1,Fluid Dynamics,73.8,85.77,67.17,51.52,50.68
155,BIO,2,Biology,56.68,78.39,83.46,61.27,74.78
155,BIO,2,Genetics,63.16,62.58,52.72,52.5,59.83
155,BIO,2,Biochemistry,43.04,50.9,40.51,79.5,65.82
155,BIO,2,Microbiology,93.52,50.65,59.02,64.68,50.42
155,BIO,2,Biotechnology,86.16,41.76,91.71,94.06,76.78
156,MATH,4,Algebra,69.9,75.96,61.29,80.6,52.24
156,MATH,4,Calculus,42.97,65.15,70.23,93.83,55.23
156,MATH,4,Statistics,85.25,51.55,61.67,62.41,70.01
156,MATH,4,Probability,48.28,67.7,84.09,69.28,74.53
156,MATH,4,Discrete Math,86.68,78.83,66.97,59.17,94.25
157,EEE,4,Machines,71.74,52.16,54.8,89.17,52.21
157,EEE,4,Circuits,94.57,47.17,83.78,66.71,74.61
157,EEE,4,Power Systems,88.44,62.71,69.56,47.71,50.12
157,EEE,4,Control,53.46,77.43,46.67,51.26,70.55
157,EEE,4,Measurements,75.63,79.16,49.81,49.38,97.02
158,CHEM,3,Organic,54.34,86.93,87.49,87.49,58.44
158,CHEM,3,Inorganic,85.2,82.31,72.82,63.55,63.13
158,CHEM,3,Physical,46.7,68.04,72.19,64.76,73.77
158,CHEM,3,Analytical,59.99,75.26,89.57,54.02,69.07
158,CHEM,3,Industrial Chemistry,47.75,74.37,80.09,96.26,63.94
159,CIVIL,4,Surveying,92.26,43.48,73.17,48.14,94.69
159,CIVIL,4,Structures,69.14,76.81,85.74,53.27,51.93
159,CIVIL,4,Concrete,88.34,57.32,47.09,70.77,79.92
159,CIVIL,4,Hydraulics,41.7,55.12,41.8,68.12,94.76
159,CIVIL,4,Construction,94.05,75.04,48.89,94.82,75.81
160,ECE,1,Circuits,48.46,90.69,81.66,85.24,85.46
160,ECE,1,Electronics,51.02,51.61,77.86,57.08,71.93
160,ECE,1,Signals,83.01,83.12,64.93,88.57,91.93
160,ECE,1,Communication,76.01,52.56,55.07,62.32,55.84
160,ECE,1,Microprocessors,55.02,51.52,65.04,94.96,55.22
161,CIVIL,2,Surveying,79.61,77.8,45.27,95.74,78.42
161,CIVIL,2,Structures,60.0,81.61,54.16,83.14,51.99
161,CIVIL,2,Concrete,86.17,64.65,75.02,57.17,83.85
161,CIVIL,2,Hydraulics,82.47,66.03,73.97,70.1,94.7
161,CIVIL,2,Construction,67.38,86.3,84.07,67.58,61.5
162,MECH,2,Thermodynamics,62.33,85.44,52.52,73.84,90.3
162,MECH,2,Manufacturing,59.44,75.32,53.51,51.01,89.72
162,MECH,2,Mechanics,45.44,54.93,87.03,64.06,98.65
162,MECH,2,CAD,93.89,54.76,42.25,83.78,72.55
162,MECH,2,Fluid Dynamics,45.54,78.91,41.71,92.86,56.93
163,EEE,3,Machines,47.0,49.66,92.81,83.12,90.07
163,EEE,3,Circuits,61.87,58.5,52.9,71.44,77.59
163,EEE,3,Power Systems,74.75,54.14,92.18,54.34,98.28
163,EEE,3,Control,40.82,66.46,58.34,69.7,78.53
163,EEE,3,Measurements,63.96,62.82,80.3,82.72,91.66
164,MATH,1,Algebra,53.75,73.52,72.19,65.34,74.3
164,MATH,1,Calculus,57.26,47.8,51.76,50.8,84.15
164,MATH,1,Statistics,76.34,92.28,80.13,47.86,94.21
164,MATH,1,Probability,87.45,64.38,72.22,98.68,76.62
164,MATH,1,Discrete Math,89.79,44.57,50.51,69.24,79.24
165,CIVIL,3,Surveying,84.89,94.35,61.39,47.61,90.06
165,CIVIL,3,Structures,73.24,50.92,67.22,85.83,88.52
165,CIVIL,3,Concrete,67.48,56.79,93.56,81.48,70.41
165,CIVIL,3,Hydraulics,55.43,80.21,53.32,54.44,76.49
165,CIVIL,3,Construction,55.95,74.59,46.49,81.02,64.16
