date,month,weekday,holiday_flag,special_event,time_slot_code,time_slot,item,category,qty_sold,price_inr,temp_c,weather_condition,promotion_flag,footfall,previous_day_qty
2025-03-04,3,1,0,None,2,Dinner,Coffee,Beverage,13,260,27.64919125890708,Rainy,0,431,24
2025-03-05,3,2,0,None,0,Breakfast,Coffee,Beverage,42,840,23.8,Sunny,0,477,13
2025-03-05,3,2,0,None,1,Lunch,Coffee,Beverage,17,340,23.8,Sunny,0,477,42
2025-03-05,3,2,0,None,2,Dinner,Coffee,Beverage,11,220,23.8,Sunny,0,477,17
2025-03-06,3,3,0,None,0,Breakfast,Coffee,Beverage,40,800,28.6,Sunny,0,498,11
2025-03-06,3,3,0,None,1,Lunch,Coffee,Beverage,16,320,28.6,Sunny,0,498,40
2025-03-06,3,3,0,None,2,Dinner,Coffee,Beverage,30,600,28.6,Sunny,0,498,16
2025-03-07,3,4,0,None,0,Breakfast,Coffee,Beverage,81,1620,24.0,Cloudy,0,404,30
2025-03-07,3,4,0,None,1,Lunch,Coffee,Beverage,24,480,24.0,Cloudy,0,404,81
2025-03-07,3,4,0,None,2,Dinner,Coffee,Beverage,23,460,24.0,Cloudy,0,404,24
2025-03-08,3,5,1,Sports Day,0,Breakfast,Coffee,Beverage,37,740,27.05003667362359,Rainy,0,264,23
2025-03-08,3,5,1,Sports Day,1,Lunch,Coffee,Beverage,21,420,27.05003667362359,Rainy,0,264,37
2025-03-08,3,5,1,Sports Day,2,Dinner,Coffee,Beverage,26,520,27.05003667362359,Rainy,1,264,21
2025-03-09,3,6,1,None,0,Breakfast,Coffee,Beverage,29,580,24.5,Cloudy,0,304,26
2025-03-09,3,6,1,None,1,Lunch,Coffee,Beverage,15,300,24.5,Cloudy,0,304,29
2025-03-09,3,6,1,None,2,Dinner,Coffee,Beverage,12,240,24.5,Cloudy,0,304,15
2025-03-10,3,0,0,None,0,Breakfast,Coffee,Beverage,65,1300,31.8,Sunny,0,633,12
2025-03-10,3,0,0,None,1,Lunch,Coffee,Beverage,30,600,31.8,Sunny,0,633,65
2025-03-10,3,0,0,None,2,Dinner,Coffee,Beverage,28,560,31.8,Sunny,0,633,30
2025-03-11,3,1,0,None,0,Breakfast,Coffee,Beverage,64,1280,25.0,Cloudy,0,417,28
2025-03-11,3,1,0,None,1,Lunch,Coffee,Beverage,26,520,25.0,Cloudy,1,417,64
2025-03-11,3,1,0,None,2,Dinner,Coffee,Beverage,23,460,25.0,Cloudy,0,417,26
2025-03-12,3,2,0,Cultural Fest,0,Breakfast,Coffee,Beverage,159,3180,32.9,Cloudy,1,609,23
2025-03-12,3,2,0,Cultural Fest,1,Lunch,Coffee,Beverage,46,920,32.9,Cloudy,0,609,159
2025-03-12,3,2,0,Cultural Fest,2,Dinner,Coffee,Beverage,38,760,32.9,Cloudy,0,609,46
2025-03-13,3,3,0,Cultural Fest,0,Breakfast,Coffee,Beverage,143,2860,27.5,Sunny,0,777,38
2025-03-13,3,3,0,Cultural Fest,1,Lunch,Coffee,Beverage,27,540,27.5,Sunny,0,777,143
2025-03-13,3,3,0,Cultural Fest,2,Dinner,Coffee,Beverage,27,540,27.5,Sunny,0,777,27
2025-03-14,3,4,0,None,0,Breakfast,Coffee,Beverage,159,3180,29.4,Sunny,0,772,27
2025-03-14,3,4,0,None,1,Lunch,Coffee,Beverage,16,320,29.4,Sunny,0,772,159
2025-03-14,3,4,0,None,2,Dinner,Coffee,Beverage,18,360,29.4,Sunny,1,772,16
2025-03-15,3,5,1,None,0,Breakfast,Coffee,Beverage,23,460,31.0,Cloudy,0,300,18
2025-03-15,3,5,1,None,1,Lunch,Coffee,Beverage,13,260,31.0,Cloudy,0,300,23
2025-03-15,3,5,1,None,2,Dinner,Coffee,Beverage,7,140,31.0,Cloudy,0,300,13
2025-03-16,3,6,1,None,0,Breakfast,Coffee,Beverage,50,1000,24.0,Sunny,0,250,7
2025-03-16,3,6,1,None,1,Lunch,Coffee,Beverage,14,280,24.0,Sunny,0,250,50
2025-03-16,3,6,1,None,2,Dinner,Coffee,Beverage,15,300,24.0,Sunny,0,250,14
2025-03-17,3,0,0,None,0,Breakfast,Coffee,Beverage,61,1220,31.1,Sunny,0,439,15
2025-03-17,3,0,0,None,1,Lunch,Coffee,Beverage,28,560,31.1,Sunny,0,439,61
2025-03-17,3,0,0,None,2,Dinner,Coffee,Beverage,16,320,31.1,Sunny,0,439,28
2025-03-18,3,1,0,None,0,Breakfast,Coffee,Beverage,168,3360,31.5,Sunny,0,709,16
2025-03-18,3,1,0,None,1,Lunch,Coffee,Beverage,21,420,31.5,Sunny,0,709,168
2025-03-18,3,1,0,None,2,Dinner,Coffee,Beverage,20,400,31.5,Sunny,0,709,21
2025-03-19,3,2,0,None,0,Breakfast,Coffee,Beverage,63,1260,20.554169732256227,Rainy,0,608,20
2025-03-19,3,2,0,None,1,Lunch,Coffee,Beverage,33,660,20.554169732256227,Rainy,0,608,63
2025-03-19,3,2,0,None,2,Dinner,Coffee,Beverage,19,380,20.554169732256227,Rainy,0,608,33
2025-03-20,3,3,0,None,0,Breakfast,Coffee,Beverage,165,3300,33.6,Sunny,0,742,19
2025-03-20,3,3,0,None,1,Lunch,Coffee,Beverage,17,340,33.6,Sunny,0,742,165
2025-03-20,3,3,0,None,2,Dinner,Coffee,Beverage,24,480,33.6,Sunny,0,742,17
2025-03-21,3,4,0,None,0,Breakfast,Coffee,Beverage,75,1500,23.9,Sunny,0,773,24
2025-03-21,3,4,0,None,1,Lunch,Coffee,Beverage,48,960,23.9,Sunny,0,773,75
2025-03-21,3,4,0,None,2,Dinner,Coffee,Beverage,35,700,23.9,Sunny,0,773,48
2025-03-22,3,5,1,None,0,Breakfast,Coffee,Beverage,62,1240,23.9,Cloudy,0,528,35
2025-03-22,3,5,1,None,1,Lunch,Coffee,Beverage,17,340,23.9,Cloudy,0,528,62
2025-03-22,3,5,1,None,2,Dinner,Coffee,Beverage,20,400,23.9,Cloudy,0,528,17
2025-03-23,3,6,1,None,0,Breakfast,Coffee,Beverage,19,380,33.3,Cloudy,0,320,20
2025-03-23,3,6,1,None,1,Lunch,Coffee,Beverage,15,300,33.3,Cloudy,0,320,19
2025-03-23,3,6,1,None,2,Dinner,Coffee,Beverage,8,160,33.3,Cloudy,0,320,15
2025-03-24,3,0,0,None,0,Breakfast,Coffee,Beverage,79,1580,20.5,Sunny,0,512,8
2025-03-24,3,0,0,None,1,Lunch,Coffee,Beverage,14,280,20.5,Sunny,0,512,79
2025-03-24,3,0,0,None,2,Dinner,Coffee,Beverage,33,660,20.5,Sunny,0,512,14
2025-03-25,3,1,0,None,0,Breakfast,Coffee,Beverage,135,2700,21.5,Sunny,0,641,33
2025-03-25,3,1,0,None,1,Lunch,Coffee,Beverage,19,380,21.5,Sunny,1,641,135
2025-03-25,3,1,0,None,2,Dinner,Coffee,Beverage,12,240,21.5,Sunny,0,641,19
2025-03-26,3,2,0,None,0,Breakfast,Coffee,Beverage,109,2180,31.7,Cloudy,0,650,12
2025-03-26,3,2,0,None,1,Lunch,Coffee,Beverage,22,440,31.7,Cloudy,0,650,109
2025-03-26,3,2,0,None,2,Dinner,Coffee,Beverage,50,1000,31.7,Cloudy,1,650,22
2025-03-27,3,3,0,None,0,Breakfast,Coffee,Beverage,97,1940,23.5,Cloudy,0,589,50
2025-03-27,3,3,0,None,1,Lunch,Coffee,Beverage,35,700,23.5,Cloudy,1,589,97
2025-03-27,3,3,0,None,2,Dinner,Coffee,Beverage,22,440,23.5,Cloudy,0,589,35
2025-03-28,3,4,0,None,0,Breakfast,Coffee,Beverage,77,1540,21.7,Cloudy,0,639,22
2025-03-28,3,4,0,None,1,Lunch,Coffee,Beverage,24,480,21.7,Cloudy,0,639,77
2025-03-28,3,4,0,None,2,Dinner,Coffee,Beverage,32,640,21.7,Cloudy,1,639,24
2025-03-29,3,5,1,None,0,Breakfast,Coffee,Beverage,50,1000,25.7,Sunny,0,272,32
2025-03-29,3,5,1,None,1,Lunch,Coffee,Beverage,16,320,25.7,Sunny,0,272,50
2025-03-29,3,5,1,None,2,Dinner,Coffee,Beverage,4,80,25.7,Sunny,0,272,16
2025-03-30,3,6,1,Sports Day,0,Breakfast,Coffee,Beverage,23,460,23.5,Sunny,0,188,4
2025-03-30,3,6,1,Sports Day,1,Lunch,Coffee,Beverage,15,300,23.5,Sunny,0,188,23
2025-03-30,3,6,1,Sports Day,2,Dinner,Coffee,Beverage,4,80,23.5,Sunny,0,188,15
2025-03-31,3,0,0,Cultural Fest,0,Breakfast,Coffee,Beverage,52,1040,25.035953714129725,Rainy,0,458,4
2025-03-31,3,0,0,Cultural Fest,1,Lunch,Coffee,Beverage,14,280,25.035953714129725,Rainy,0,458,52
2025-03-31,3,0,0,Cultural Fest,2,Dinner,Coffee,Beverage,37,740,25.035953714129725,Rainy,0,458,14
2025-04-01,4,1,0,None,0,Breakfast,Coffee,Beverage,137,2740,22.4,Sunny,0,745,37
2025-04-01,4,1,0,None,1,Lunch,Coffee,Beverage,13,260,22.4,Sunny,0,745,137
2025-04-01,4,1,0,None,2,Dinner,Coffee,Beverage,21,420,22.4,Sunny,0,745,13
2025-04-02,4,2,0,None,0,Breakfast,Coffee,Beverage,125,2500,26.5,Sunny,0,700,21
2025-04-02,4,2,0,None,1,Lunch,Coffee,Beverage,30,600,26.5,Sunny,0,700,125
2025-04-02,4,2,0,None,2,Dinner,Coffee,Beverage,17,340,26.5,Sunny,0,700,30
2025-04-03,4,3,0,Sports Day,0,Breakfast,Coffee,Beverage,79,1580,20.3,Sunny,0,797,17
2025-04-03,4,3,0,Sports Day,1,Lunch,Coffee,Beverage,36,720,20.3,Sunny,0,797,79
2025-04-03,4,3,0,Sports Day,2,Dinner,Coffee,Beverage,20,400,20.3,Sunny,0,797,36
2025-04-04,4,4,0,Cultural Fest,0,Breakfast,Coffee,Beverage,123,2460,33.4,Sunny,0,403,20
2025-04-04,4,4,0,Cultural Fest,1,Lunch,Coffee,Beverage,18,360,33.4,Sunny,0,403,123
2025-04-04,4,4,0,Cultural Fest,2,Dinner,Coffee,Beverage,38,760,33.4,Sunny,0,403,18
2025-04-05,4,5,1,Tech Meet,0,Breakfast,Coffee,Beverage,110,2200,31.5,Sunny,1,284,38
2025-04-05,4,5,1,Tech Meet,1,Lunch,Coffee,Beverage,15,300,31.5,Sunny,0,284,110
2025-04-05,4,5,1,Tech Meet,2,Dinner,Coffee,Beverage,27,540,31.5,Sunny,0,284,15
2025-04-06,4,6,1,None,0,Breakfast,Coffee,Beverage,27,540,20.5,Sunny,0,331,27
2025-04-06,4,6,1,None,1,Lunch,Coffee,Beverage,20,400,20.5,Sunny,1,331,27
2025-04-06,4,6,1,None,2,Dinner,Coffee,Beverage,16,320,20.5,Sunny,0,331,20
2025-04-07,4,0,0,None,0,Breakfast,Coffee,Beverage,62,1240,27.6,Sunny,0,489,16
2025-04-07,4,0,0,None,1,Lunch,Coffee,Beverage,28,560,27.6,Sunny,0,489,62
2025-04-07,4,0,0,None,2,Dinner,Coffee,Beverage,23,460,27.6,Sunny,0,489,28
2025-04-08,4,1,0,None,0,Breakfast,Coffee,Beverage,57,1140,27.920994456234602,Rainy,0,509,23
2025-04-08,4,1,0,None,1,Lunch,Coffee,Beverage,31,620,27.920994456234602,Rainy,0,509,57
2025-04-08,4,1,0,None,2,Dinner,Coffee,Beverage,18,360,27.920994456234602,Rainy,0,509,31
2025-04-09,4,2,0,Tech Meet,0,Breakfast,Coffee,Beverage,158,3160,30.9,Cloudy,0,769,18
2025-04-09,4,2,0,Tech Meet,1,Lunch,Coffee,Beverage,31,620,30.9,Cloudy,1,769,158
2025-04-09,4,2,0,Tech Meet,2,Dinner,Coffee,Beverage,57,1140,30.9,Cloudy,0,769,31
2025-04-10,4,3,0,None,0,Breakfast,Coffee,Beverage,51,1020,22.4,Sunny,0,499,57
2025-04-10,4,3,0,None,1,Lunch,Coffee,Beverage,11,220,22.4,Sunny,0,499,51
2025-04-10,4,3,0,None,2,Dinner,Coffee,Beverage,20,400,22.4,Sunny,0,499,11
2025-04-11,4,4,0,None,0,Breakfast,Coffee,Beverage,86,1720,32.0,Sunny,0,489,20
2025-04-11,4,4,0,None,1,Lunch,Coffee,Beverage,13,260,32.0,Sunny,0,489,86
2025-04-11,4,4,0,None,2,Dinner,Coffee,Beverage,13,260,32.0,Sunny,0,489,13
2025-04-12,4,5,1,None,0,Breakfast,Coffee,Beverage,89,1780,24.1,Sunny,0,446,13
2025-04-12,4,5,1,None,1,Lunch,Coffee,Beverage,30,600,24.1,Sunny,0,446,89
2025-04-12,4,5,1,None,2,Dinner,Coffee,Beverage,17,340,24.1,Sunny,0,446,30
2025-04-13,4,6,1,None,0,Breakfast,Coffee,Beverage,91,1820,29.7,Sunny,0,474,17
2025-04-13,4,6,1,None,1,Lunch,Coffee,Beverage,24,480,29.7,Sunny,0,474,91
2025-04-13,4,6,1,None,2,Dinner,Coffee,Beverage,15,300,29.7,Sunny,0,474,24
2025-04-14,4,0,0,None,0,Breakfast,Coffee,Beverage,72,1440,33.3,Cloudy,0,606,15
2025-04-14,4,0,0,None,1,Lunch,Coffee,Beverage,18,360,33.3,Cloudy,0,606,72
2025-04-14,4,0,0,None,2,Dinner,Coffee,Beverage,15,300,33.3,Cloudy,0,606,18
2025-04-15,4,1,0,None,0,Breakfast,Coffee,Beverage,120,2400,24.2,Sunny,0,744,15
2025-04-15,4,1,0,None,1,Lunch,Coffee,Beverage,49,980,24.2,Sunny,0,744,120
2025-04-15,4,1,0,None,2,Dinner,Coffee,Beverage,15,300,24.2,Sunny,0,744,49
2025-04-16,4,2,0,Cultural Fest,0,Breakfast,Coffee,Beverage,133,2660,24.4,Cloudy,0,548,15
2025-04-16,4,2,0,Cultural Fest,1,Lunch,Coffee,Beverage,40,800,24.4,Cloudy,0,548,133
2025-04-16,4,2,0,Cultural Fest,2,Dinner,Coffee,Beverage,35,700,24.4,Cloudy,0,548,40
2025-04-17,4,3,0,Sports Day,0,Breakfast,Coffee,Beverage,158,3160,32.0,Cloudy,0,653,35
2025-04-17,4,3,0,Sports Day,1,Lunch,Coffee,Beverage,20,400,32.0,Cloudy,0,653,158
2025-04-17,4,3,0,Sports Day,2,Dinner,Coffee,Beverage,26,520,32.0,Cloudy,0,653,20
2025-04-18,4,4,0,None,0,Breakfast,Coffee,Beverage,49,980,22.9,Sunny,0,470,26
2025-04-18,4,4,0,None,1,Lunch,Coffee,Beverage,9,180,22.9,Sunny,0,470,49
2025-04-18,4,4,0,None,2,Dinner,Coffee,Beverage,18,360,22.9,Sunny,0,470,9
2025-04-19,4,5,1,Tech Meet,0,Breakfast,Coffee,Beverage,29,580,30.1,Sunny,0,194,18
2025-04-19,4,5,1,Tech Meet,1,Lunch,Coffee,Beverage,13,260,30.1,Sunny,0,194,29
2025-04-19,4,5,1,Tech Meet,2,Dinner,Coffee,Beverage,13,260,30.1,Sunny,0,194,13
2025-04-20,4,6,1,None,0,Breakfast,Coffee,Beverage,61,1220,20.2,Sunny,0,329,13
2025-04-20,4,6,1,None,1,Lunch,Coffee,Beverage,15,300,20.2,Sunny,0,329,61
2025-04-20,4,6,1,None,2,Dinner,Coffee,Beverage,5,100,20.2,Sunny,0,329,15
2025-04-21,4,0,0,None,0,Breakfast,Coffee,Beverage,123,2460,29.9,Sunny,0,685,5
2025-04-21,4,0,0,None,1,Lunch,Coffee,Beverage,36,720,29.9,Sunny,0,685,123
2025-04-21,4,0,0,None,2,Dinner,Coffee,Beverage,19,380,29.9,Sunny,0,685,36
2025-04-22,4,1,0,None,0,Breakfast,Coffee,Beverage,99,1980,33.2,Sunny,0,451,19
2025-04-22,4,1,0,None,1,Lunch,Coffee,Beverage,31,620,33.2,Sunny,0,451,99
2025-04-22,4,1,0,None,2,Dinner,Coffee,Beverage,32,640,33.2,Sunny,0,451,31
2025-04-23,4,2,0,None,0,Breakfast,Coffee,Beverage,90,1800,23.18522025311176,Rainy,0,738,32
2025-04-23,4,2,0,None,1,Lunch,Coffee,Beverage,40,800,23.18522025311176,Rainy,0,738,90
2025-04-23,4,2,0,None,2,Dinner,Coffee,Beverage,14,280,23.18522025311176,Rainy,0,738,40
2025-04-24,4,3,0,None,0,Breakfast,Coffee,Beverage,42,840,21.9,Cloudy,0,560,14
2025-04-24,4,3,0,None,1,Lunch,Coffee,Beverage,11,220,21.9,Cloudy,0,560,42
2025-04-24,4,3,0,None,2,Dinner,Coffee,Beverage,37,740,21.9,Cloudy,0,560,11
2025-04-25,4,4,0,None,0,Breakfast,Coffee,Beverage,122,2440,32.2,Sunny,0,610,37
2025-04-25,4,4,0,None,1,Lunch,Coffee,Beverage,10,200,32.2,Sunny,0,610,122
2025-04-25,4,4,0,None,2,Dinner,Coffee,Beverage,47,940,32.2,Sunny,0,610,10
2025-04-26,4,5,1,None,0,Breakfast,Coffee,Beverage,49,980,32.8,Cloudy,0,267,47
2025-04-26,4,5,1,None,1,Lunch,Coffee,Beverage,7,140,32.8,Cloudy,0,267,49
2025-04-26,4,5,1,None,2,Dinner,Coffee,Beverage,17,340,32.8,Cloudy,0,267,7
2025-04-27,4,6,1,None,0,Breakfast,Coffee,Beverage,54,1080,26.5,Sunny,1,312,17
2025-04-27,4,6,1,None,1,Lunch,Coffee,Beverage,6,120,26.5,Sunny,0,312,54
2025-04-27,4,6,1,None,2,Dinner,Coffee,Beverage,15,300,26.5,Sunny,0,312,6
2025-04-28,4,0,0,None,0,Breakfast,Coffee,Beverage,82,1640,20.47718196347467,Rainy,0,533,15
2025-04-28,4,0,0,None,1,Lunch,Coffee,Beverage,25,500,20.47718196347467,Rainy,0,533,82
2025-04-28,4,0,0,None,2,Dinner,Coffee,Beverage,25,500,20.47718196347467,Rainy,0,533,25
2025-04-29,4,1,0,None,0,Breakfast,Coffee,Beverage,54,1080,32.0,Sunny,0,496,25
2025-04-29,4,1,0,None,1,Lunch,Coffee,Beverage,13,260,32.0,Sunny,0,496,54
2025-04-29,4,1,0,None,2,Dinner,Coffee,Beverage,9,180,32.0,Sunny,0,496,13
2025-04-30,4,2,0,None,0,Breakfast,Coffee,Beverage,41,820,23.54263854394312,Rainy,0,447,9
2025-04-30,4,2,0,None,1,Lunch,Coffee,Beverage,20,400,23.54263854394312,Rainy,0,447,41
2025-04-30,4,2,0,None,2,Dinner,Coffee,Beverage,19,380,23.54263854394312,Rainy,0,447,20
2025-05-01,5,3,0,None,0,Breakfast,Coffee,Beverage,82,1640,31.4,Sunny,0,358,19
2025-05-01,5,3,0,None,1,Lunch,Coffee,Beverage,29,580,31.4,Sunny,0,358,82
2025-05-01,5,3,0,None,2,Dinner,Coffee,Beverage,14,280,31.4,Sunny,0,358,29
2025-05-02,5,4,0,None,0,Breakfast,Coffee,Beverage,105,2100,23.8,Sunny,0,618,14
2025-05-02,5,4,0,None,1,Lunch,Coffee,Beverage,10,200,23.8,Sunny,0,618,105
2025-05-02,5,4,0,None,2,Dinner,Coffee,Beverage,25,500,23.8,Sunny,0,618,10
2025-05-03,5,5,1,None,0,Breakfast,Coffee,Beverage,41,820,24.1,Cloudy,1,205,25
2025-05-03,5,5,1,None,1,Lunch,Coffee,Beverage,10,200,24.1,Cloudy,0,205,41
2025-05-03,5,5,1,None,2,Dinner,Coffee,Beverage,9,180,24.1,Cloudy,0,205,10
2025-05-04,5,6,1,Sports Day,0,Breakfast,Coffee,Beverage,31,620,27.1,Cloudy,0,167,9
2025-05-04,5,6,1,Sports Day,1,Lunch,Coffee,Beverage,9,180,27.1,Cloudy,0,167,31
2025-05-04,5,6,1,Sports Day,2,Dinner,Coffee,Beverage,7,140,27.1,Cloudy,0,167,9
2025-05-05,5,0,0,None,0,Breakfast,Coffee,Beverage,32,640,31.1,Sunny,0,331,7
2025-05-05,5,0,0,None,1,Lunch,Coffee,Beverage,21,420,31.1,Sunny,0,331,32
2025-05-05,5,0,0,None,2,Dinner,Coffee,Beverage,13,260,31.1,Sunny,0,331,21
2025-05-06,5,1,0,None,0,Breakfast,Coffee,Beverage,31,620,34.8,Sunny,0,300,13
2025-05-06,5,1,0,None,1,Lunch,Coffee,Beverage,12,240,34.8,Sunny,0,300,31
2025-05-06,5,1,0,None,2,Dinner,Coffee,Beverage,8,160,34.8,Sunny,0,300,12
2025-05-07,5,2,0,None,0,Breakfast,Coffee,Beverage,34,680,28.9,Cloudy,0,403,8
2025-05-07,5,2,0,None,1,Lunch,Coffee,Beverage,12,240,28.9,Cloudy,0,403,34
2025-05-07,5,2,0,None,2,Dinner,Coffee,Beverage,12,240,28.9,Cloudy,0,403,12
2025-05-08,5,3,0,None,0,Breakfast,Coffee,Beverage,44,880,26.1,Sunny,0,345,12
2025-05-08,5,3,0,None,1,Lunch,Coffee,Beverage,12,240,26.1,Sunny,1,345,44
2025-05-08,5,3,0,None,2,Dinner,Coffee,Beverage,9,180,26.1,Sunny,0,345,12
2025-05-09,5,4,0,None,0,Breakfast,Coffee,Beverage,34,680,25.3,Sunny,0,426,9
2025-05-09,5,4,0,None,1,Lunch,Coffee,Beverage,11,220,25.3,Sunny,0,426,34
2025-05-09,5,4,0,None,2,Dinner,Coffee,Beverage,18,360,25.3,Sunny,0,426,11
2025-05-10,5,5,1,Cultural Fest,0,Breakfast,Coffee,Beverage,30,600,27.3,Sunny,0,175,18
2025-05-10,5,5,1,Cultural Fest,1,Lunch,Coffee,Beverage,7,140,27.3,Sunny,0,175,30
2025-05-10,5,5,1,Cultural Fest,2,Dinner,Coffee,Beverage,7,140,27.3,Sunny,0,175,7
2025-05-11,5,6,1,None,0,Breakfast,Coffee,Beverage,13,260,29.0,Cloudy,0,192,7
2025-05-11,5,6,1,None,1,Lunch,Coffee,Beverage,8,160,29.0,Cloudy,0,192,13
2025-05-11,5,6,1,None,2,Dinner,Coffee,Beverage,3,60,29.0,Cloudy,0,192,8
2025-05-12,5,0,0,None,0,Breakfast,Coffee,Beverage,72,1440,20.4,Cloudy,0,494,3
2025-05-12,5,0,0,None,1,Lunch,Coffee,Beverage,9,180,20.4,Cloudy,0,494,72
2025-05-12,5,0,0,None,2,Dinner,Coffee,Beverage,25,500,20.4,Cloudy,0,494,9
2025-05-13,5,1,0,None,0,Breakfast,Coffee,Beverage,41,820,25.031536271266614,Rainy,0,479,25
2025-05-13,5,1,0,None,1,Lunch,Coffee,Beverage,28,560,25.031536271266614,Rainy,0,479,41
2025-05-13,5,1,0,None,2,Dinner,Coffee,Beverage,32,640,25.031536271266614,Rainy,0,479,28
2025-05-14,5,2,0,None,0,Breakfast,Coffee,Beverage,34,680,34.7,Sunny,0,293,32
2025-05-14,5,2,0,None,1,Lunch,Coffee,Beverage,12,240,34.7,Sunny,0,293,34
2025-05-14,5,2,0,None,2,Dinner,Coffee,Beverage,10,200,34.7,Sunny,0,293,12
2025-05-15,5,3,0,None,0,Breakfast,Coffee,Beverage,25,500,25.8,Sunny,0,333,10
2025-05-15,5,3,0,None,1,Lunch,Coffee,Beverage,13,260,25.8,Sunny,0,333,25
2025-05-15,5,3,0,None,2,Dinner,Coffee,Beverage,8,160,25.8,Sunny,0,333,13
2025-05-16,5,4,0,None,0,Breakfast,Coffee,Beverage,27,540,29.3,Sunny,0,325,8
2025-05-16,5,4,0,None,1,Lunch,Coffee,Beverage,14,280,29.3,Sunny,0,325,27
2025-05-16,5,4,0,None,2,Dinner,Coffee,Beverage,17,340,29.3,Sunny,0,325,14
2025-05-17,5,5,1,None,0,Breakfast,Coffee,Beverage,51,1020,30.6,Cloudy,1,295,17
2025-05-17,5,5,1,None,1,Lunch,Coffee,Beverage,8,160,30.6,Cloudy,0,295,51
2025-05-17,5,5,1,None,2,Dinner,Coffee,Beverage,19,380,30.6,Cloudy,1,295,8
2025-05-18,5,6,1,None,0,Breakfast,Coffee,Beverage,22,440,30.6,Sunny,0,255,19
2025-05-18,5,6,1,None,1,Lunch,Coffee,Beverage,14,280,30.6,Sunny,0,255,22
2025-05-18,5,6,1,None,2,Dinner,Coffee,Beverage,4,80,30.6,Sunny,0,255,14
2025-05-19,5,0,0,None,0,Breakfast,Coffee,Beverage,25,500,21.8,Sunny,0,314,4
2025-05-19,5,0,0,None,1,Lunch,Coffee,Beverage,12,240,21.8,Sunny,0,314,25
2025-05-19,5,0,0,None,2,Dinner,Coffee,Beverage,22,440,21.8,Sunny,0,314,12
2025-05-20,5,1,0,None,0,Breakfast,Coffee,Beverage,55,1100,31.9,Sunny,0,414,22
2025-05-20,5,1,0,None,1,Lunch,Coffee,Beverage,23,460,31.9,Sunny,0,414,55
2025-05-20,5,1,0,None,2,Dinner,Coffee,Beverage,8,160,31.9,Sunny,0,414,23
2025-05-21,5,2,0,None,0,Breakfast,Coffee,Beverage,29,580,23.7,Cloudy,0,307,8
2025-05-21,5,2,0,None,1,Lunch,Coffee,Beverage,8,160,23.7,Cloudy,0,307,29
2025-05-21,5,2,0,None,2,Dinner,Coffee,Beverage,19,380,23.7,Cloudy,0,307,8
2025-05-22,5,3,0,None,0,Breakfast,Coffee,Beverage,44,880,27.7,Sunny,0,320,19
2025-05-22,5,3,0,None,1,Lunch,Coffee,Beverage,6,120,27.7,Sunny,0,320,44
2025-05-22,5,3,0,None,2,Dinner,Coffee,Beverage,16,320,27.7,Sunny,0,320,6
2025-05-23,5,4,0,None,0,Breakfast,Coffee,Beverage,43,860,21.1,Sunny,0,280,16
2025-05-23,5,4,0,None,1,Lunch,Coffee,Beverage,6,120,21.1,Sunny,0,280,43
2025-05-23,5,4,0,None,2,Dinner,Coffee,Beverage,9,180,21.1,Sunny,0,280,6
2025-05-24,5,5,1,None,0,Breakfast,Coffee,Beverage,8,160,20.5,Sunny,0,120,9
2025-05-24,5,5,1,None,1,Lunch,Coffee,Beverage,4,80,20.5,Sunny,0,120,8
2025-05-24,5,5,1,None,2,Dinner,Coffee,Beverage,3,60,20.5,Sunny,0,120,4
2025-05-25,5,6,1,None,0,Breakfast,Coffee,Beverage,40,800,33.4,Cloudy,0,353,3
2025-05-25,5,6,1,None,1,Lunch,Coffee,Beverage,13,260,33.4,Cloudy,0,353,40
2025-05-25,5,6,1,None,2,Dinner,Coffee,Beverage,7,140,33.4,Cloudy,1,353,13
2025-05-26,5,0,0,None,0,Breakfast,Coffee,Beverage,38,760,20.3,Sunny,0,266,7
2025-05-26,5,0,0,None,1,Lunch,Coffee,Beverage,12,240,20.3,Sunny,0,266,38
2025-05-26,5,0,0,None,2,Dinner,Coffee,Beverage,4,80,20.3,Sunny,0,266,12
2025-05-27,5,1,0,None,0,Breakfast,Coffee,Beverage,31,620,21.3,Sunny,0,444,4
2025-05-27,5,1,0,None,1,Lunch,Coffee,Beverage,12,240,21.3,Sunny,0,444,31
2025-05-27,5,1,0,None,2,Dinner,Coffee,Beverage,21,420,21.3,Sunny,0,444,12
2025-05-28,5,2,0,None,0,Breakfast,Coffee,Beverage,61,1220,31.2,Sunny,0,592,21
2025-05-28,5,2,0,None,1,Lunch,Coffee,Beverage,17,340,31.2,Sunny,1,592,61
2025-05-28,5,2,0,None,2,Dinner,Coffee,Beverage,32,640,31.2,Sunny,0,592,17
2025-05-29,5,3,0,None,0,Breakfast,Coffee,Beverage,63,1260,20.6,Cloudy,0,419,32
2025-05-29,5,3,0,None,1,Lunch,Coffee,Beverage,10,200,20.6,Cloudy,0,419,63
2025-05-29,5,3,0,None,2,Dinner,Coffee,Beverage,24,480,20.6,Cloudy,0,419,10
2025-05-30,5,4,0,None,0,Breakfast,Coffee,Beverage,44,880,33.7,Sunny,1,505,24
2025-05-30,5,4,0,None,1,Lunch,Coffee,Beverage,20,400,33.7,Sunny,0,505,44
2025-05-30,5,4,0,None,2,Dinner,Coffee,Beverage,9,180,33.7,Sunny,0,505,20
