date,building,energy_kwh,temp_c,humidity_pct,occupancy_estimate,weekday,holiday_flag,outside_temp_c,rainfall_mm,building_area_sqm,floor_count,equipment_factor,class_event_count
2024-02-26,Admin,141.06,28.2,81.1,117,0,0,18.0,14.0,1500,2,0.9,0
2024-02-26,Lab Block,112.89,25.3,82.3,20,0,0,18.0,14.0,2500,3,1.5,2
2024-02-27,Academic Block,161.46,33.7,73.5,120,1,0,29.6,12.4,3000,3,1.0,1
2024-02-27,Library,191.28,29.2,30.3,188,1,0,29.6,12.4,2000,2,1.2,0
2024-02-27,Hostel,202.47,26.0,88.1,206,1,0,29.6,12.4,5000,4,1.1,0
2024-02-27,Admin,188.35,23.2,69.8,183,1,0,29.6,12.4,1500,2,0.9,2
2024-02-27,Lab Block,222.32,20.4,45.2,238,1,0,29.6,12.4,2500,3,1.5,1
2024-02-28,Academic Block,166.09,25.5,35.8,164,2,0,20.9,17.9,3000,3,1.0,2
2024-02-28,Library,163.34,37.6,70.5,101,2,0,20.9,17.9,2000,2,1.2,4
2024-02-28,Hostel,140.41,35.2,72.7,69,2,0,20.9,17.9,5000,4,1.1,3
2024-02-28,Admin,138.36,32.6,45.2,69,2,0,20.9,17.9,1500,2,0.9,3
2024-02-28,Lab Block,208.59,28.4,72.1,230,2,0,20.9,17.9,2500,3,1.5,1
2024-02-29,Academic Block,170.56,37.2,89.6,113,3,0,30.9,7.2,3000,3,1.0,2
2024-02-29,Library,161.58,22.5,31.8,127,3,0,30.9,7.2,2000,2,1.2,4
2024-02-29,Hostel,156.34,28.6,36.4,113,3,0,30.9,7.2,5000,4,1.1,3
2024-02-29,Admin,172.02,36.0,55.5,166,3,0,30.9,7.2,1500,2,0.9,1
2024-02-29,Lab Block,198.37,24.4,41.6,187,3,0,30.9,7.2,2500,3,1.5,3
2024-03-01,Academic Block,125.61,31.7,84.1,31,4,0,19.1,13.4,3000,3,1.0,3
2024-03-01,Library,151.88,35.6,33.8,107,4,0,19.1,13.4,2000,2,1.2,3
2024-03-01,Hostel,125.69,26.8,33.4,90,4,0,19.1,13.4,5000,4,1.1,0
2024-03-01,Admin,175.78,28.4,70.9,143,4,0,19.1,13.4,1500,2,0.9,3
2024-03-01,Lab Block,157.58,28.1,53.3,125,4,0,19.1,13.4,2500,3,1.5,2
2024-03-02,Academic Block,168.26,30.3,37.7,150,5,1,17.2,19.4,3000,3,1.0,3
2024-03-02,Library,136.7,29.6,32.1,110,5,1,17.2,19.4,2000,2,1.2,0
2024-03-02,Hostel,113.95,28.9,42.0,59,5,1,17.2,19.4,5000,4,1.1,3
2024-03-02,Admin,169.63,26.8,67.4,155,5,1,17.2,19.4,1500,2,0.9,3
2024-03-02,Lab Block,104.78,27.5,39.6,38,5,1,17.2,19.4,2500,3,1.5,2
2024-03-03,Academic Block,98.69,24.5,35.7,15,6,1,15.9,10.4,3000,3,1.0,2
2024-03-03,Library,207.87,34.7,82.3,191,6,1,15.9,10.4,2000,2,1.2,4
2024-03-03,Hostel,214.28,31.0,51.9,229,6,1,15.9,10.4,5000,4,1.1,3
2024-03-03,Admin,106.43,37.9,58.0,27,6,1,15.9,10.4,1500,2,0.9,1
2024-03-03,Lab Block,131.78,27.8,54.6,74,6,1,15.9,10.4,2500,3,1.5,4
2024-03-04,Academic Block,118.56,37.0,89.1,44,0,0,15.8,1.3,3000,3,1.0,1
2024-03-04,Library,169.03,22.1,80.1,150,0,0,15.8,1.3,2000,2,1.2,0
2024-03-04,Hostel,161.89,29.7,72.6,149,0,0,15.8,1.3,5000,4,1.1,1
2024-03-04,Admin,130.84,20.3,56.7,78,0,0,15.8,1.3,1500,2,0.9,4
2024-03-04,Lab Block,186.16,32.9,30.8,163,0,0,15.8,1.3,2500,3,1.5,4
2024-03-05,Academic Block,149.55,34.6,77.0,91,1,0,28.4,14.6,3000,3,1.0,3
2024-03-05,Library,201.78,37.7,64.1,205,1,0,28.4,14.6,2000,2,1.2,2
2024-03-05,Hostel,137.93,32.5,85.5,45,1,0,28.4,14.6,5000,4,1.1,3
2024-03-05,Admin,181.14,25.0,52.6,183,1,0,28.4,14.6,1500,2,0.9,2
2024-03-05,Lab Block,196.91,35.8,36.5,184,1,0,28.4,14.6,2500,3,1.5,0
2024-03-06,Academic Block,180.02,23.2,63.9,165,2,0,27.0,10.3,3000,3,1.0,4
2024-03-06,Library,221.85,32.1,43.5,248,2,0,27.0,10.3,2000,2,1.2,2
2024-03-06,Hostel,153.81,33.8,75.5,117,2,0,27.0,10.3,5000,4,1.1,2
2024-03-06,Admin,214.02,22.0,57.6,239,2,0,27.0,10.3,1500,2,0.9,4
2024-03-06,Lab Block,214.71,23.5,79.1,230,2,0,27.0,10.3,2500,3,1.5,3
2024-03-07,Academic Block,195.31,29.4,70.1,219,3,0,22.3,4.3,3000,3,1.0,0
2024-03-07,Library,130.0,20.4,43.7,80,3,0,22.3,4.3,2000,2,1.2,3
2024-03-07,Hostel,182.06,22.6,64.8,201,3,0,22.3,4.3,5000,4,1.1,0
2024-03-07,Admin,127.88,27.2,42.6,86,3,0,22.3,4.3,1500,2,0.9,1
2024-03-07,Lab Block,218.25,22.6,51.0,230,3,0,22.3,4.3,2500,3,1.5,3
2024-03-08,Academic Block,126.63,32.9,48.0,74,4,0,21.4,2.1,3000,3,1.0,3
2024-03-08,Library,198.76,25.7,65.6,210,4,0,21.4,2.1,2000,2,1.2,4
2024-03-08,Hostel,185.32,25.2,69.6,188,4,0,21.4,2.1,5000,4,1.1,3
2024-03-08,Admin,128.07,23.8,40.3,77,4,0,21.4,2.1,1500,2,0.9,0
2024-03-08,Lab Block,120.71,25.0,71.0,31,4,0,21.4,2.1,2500,3,1.5,4
2024-03-09,Academic Block,171.06,30.1,89.6,161,5,1,23.6,14.4,3000,3,1.0,0
2024-03-09,Library,190.3,28.5,44.1,169,5,1,23.6,14.4,2000,2,1.2,3
2024-03-09,Hostel,144.39,35.5,39.3,88,5,1,23.6,14.4,5000,4,1.1,4
2024-03-09,Admin,176.24,33.9,43.1,180,5,1,23.6,14.4,1500,2,0.9,2
2024-03-09,Lab Block,124.63,26.2,32.6,48,5,1,23.6,14.4,2500,3,1.5,1
2024-03-10,Academic Block,130.25,28.6,81.4,76,6,1,20.3,1.8,3000,3,1.0,3
2024-03-10,Library,138.6,37.5,79.7,77,6,1,20.3,1.8,2000,2,1.2,0
2024-03-10,Hostel,192.74,22.4,50.6,177,6,1,20.3,1.8,5000,4,1.1,4
2024-03-10,Admin,199.31,21.5,70.1,208,6,1,20.3,1.8,1500,2,0.9,2
2024-03-10,Lab Block,131.34,29.9,78.7,61,6,1,20.3,1.8,2500,3,1.5,2
2024-03-11,Academic Block,168.72,29.6,83.3,142,0,0,19.9,1.7,3000,3,1.0,3
2024-03-11,Library,122.64,26.5,81.5,62,0,0,19.9,1.7,2000,2,1.2,1
2024-03-11,Hostel,137.92,36.8,77.8,71,0,0,19.9,1.7,5000,4,1.1,0
2024-03-11,Admin,213.99,25.8,77.9,236,0,0,19.9,1.7,1500,2,0.9,4
2024-03-11,Lab Block,214.22,24.0,42.0,225,0,0,19.9,1.7,2500,3,1.5,2
2024-03-12,Academic Block,135.0,25.6,69.5,73,1,0,19.6,1.7,3000,3,1.0,3
2024-03-12,Library,115.5,33.4,54.5,26,1,0,19.6,1.7,2000,2,1.2,2
2024-03-12,Hostel,194.74,23.7,53.1,191,1,0,19.6,1.7,5000,4,1.1,4
2024-03-12,Admin,214.06,28.4,78.6,244,1,0,19.6,1.7,1500,2,0.9,0
2024-03-12,Lab Block,227.19,35.4,75.1,226,1,0,19.6,1.7,2500,3,1.5,2
2024-03-13,Academic Block,180.51,36.0,76.3,182,2,0,20.3,5.4,3000,3,1.0,1
2024-03-13,Library,127.46,31.3,38.7,72,2,0,20.3,5.4,2000,2,1.2,4
2024-03-13,Hostel,184.91,22.3,30.7,174,2,0,20.3,5.4,5000,4,1.1,3
2024-03-13,Admin,172.37,31.0,32.4,174,2,0,20.3,5.4,1500,2,0.9,2
2024-03-13,Lab Block,150.27,26.0,80.4,97,2,0,20.3,5.4,2500,3,1.5,0
2024-03-14,Academic Block,152.32,23.7,89.3,99,3,0,27.7,18.9,3000,3,1.0,1
2024-03-14,Library,181.36,29.3,30.7,175,3,0,27.7,18.9,2000,2,1.2,2
2024-03-14,Hostel,177.43,26.8,75.7,169,3,0,27.7,18.9,5000,4,1.1,3
2024-03-14,Admin,182.04,33.3,73.9,155,3,0,27.7,18.9,1500,2,0.9,0
2024-03-14,Lab Block,113.09,24.0,57.5,37,3,0,27.7,18.9,2500,3,1.5,2
2024-03-15,Academic Block,137.71,30.2,52.5,101,4,0,21.2,13.8,3000,3,1.0,2
2024-03-15,Library,120.04,21.1,81.3,33,4,0,21.2,13.8,2000,2,1.2,3
2024-03-15,Hostel,163.37,25.5,52.3,132,4,0,21.2,13.8,5000,4,1.1,3
2024-03-15,Admin,164.31,21.5,78.3,133,4,0,21.2,13.8,1500,2,0.9,0
2024-03-15,Lab Block,217.83,23.9,79.9,239,4,0,21.2,13.8,2500,3,1.5,0
2024-03-16,Academic Block,145.58,32.4,43.2,104,5,1,16.7,11.9,3000,3,1.0,2
2024-03-16,Library,148.0,26.7,52.5,82,5,1,16.7,11.9,2000,2,1.2,4
2024-03-16,Hostel,161.23,33.5,30.1,122,5,1,16.7,11.9,5000,4,1.1,4
2024-03-16,Admin,100.59,20.2,52.2,38,5,1,16.7,11.9,1500,2,0.9,0
2024-03-16,Lab Block,144.24,34.0,55.5,80,5,1,16.7,11.9,2500,3,1.5,0
2024-03-17,Academic Block,183.76,22.6,49.7,190,6,1,19.8,14.4,3000,3,1.0,4
2024-03-17,Library,156.33,28.1,39.4,117,6,1,19.8,14.4,2000,2,1.2,3
2024-03-17,Hostel,173.85,21.1,82.3,165,6,1,19.8,14.4,5000,4,1.1,2
2024-03-17,Admin,189.88,31.9,58.1,211,6,1,19.8,14.4,1500,2,0.9,1
2024-03-17,Lab Block,205.12,34.5,67.0,209,6,1,19.8,14.4,2500,3,1.5,2
2024-03-18,Academic Block,129.99,22.0,52.4,82,0,0,31.2,11.4,3000,3,1.0,0
2024-03-18,Library,220.79,35.2,56.2,217,0,0,31.2,11.4,2000,2,1.2,3
2024-03-18,Hostel,218.97,30.4,64.0,233,0,0,31.2,11.4,5000,4,1.1,2
2024-03-18,Admin,166.92,30.4,53.8,116,0,0,31.2,11.4,1500,2,0.9,4
2024-03-18,Lab Block,109.4,33.5,62.2,11,0,0,31.2,11.4,2500,3,1.5,4
2024-03-19,Academic Block,117.36,28.2,82.9,41,1,0,21.1,15.5,3000,3,1.0,1
2024-03-19,Library,208.96,31.6,61.0,192,1,0,21.1,15.5,2000,2,1.2,4
2024-03-19,Hostel,199.58,22.1,37.8,209,1,0,21.1,15.5,5000,4,1.1,2
2024-03-19,Admin,157.11,33.4,81.6,128,1,0,21.1,15.5,1500,2,0.9,0
2024-03-19,Lab Block,164.05,37.7,39.5,130,1,0,21.1,15.5,2500,3,1.5,4
2024-03-20,Academic Block,220.17,28.8,78.3,221,2,0,25.0,16.0,3000,3,1.0,2
2024-03-20,Library,184.27,27.8,39.0,182,2,0,25.0,16.0,2000,2,1.2,0
2024-03-20,Hostel,158.54,35.3,57.6,100,2,0,25.0,16.0,5000,4,1.1,3
2024-03-20,Admin,209.26,34.6,69.5,222,2,0,25.0,16.0,1500,2,0.9,1
2024-03-20,Lab Block,111.65,20.1,32.5,51,2,0,25.0,16.0,2500,3,1.5,0
2024-03-21,Academic Block,195.44,29.2,39.6,217,3,0,21.6,14.3,3000,3,1.0,2
2024-03-21,Library,212.59,33.2,76.8,231,3,0,21.6,14.3,2000,2,1.2,0
2024-03-21,Hostel,160.21,31.1,50.1,122,3,0,21.6,14.3,5000,4,1.1,4
2024-03-21,Admin,179.04,27.9,81.3,152,3,0,21.6,14.3,1500,2,0.9,1
2024-03-21,Lab Block,138.41,35.3,60.4,55,3,0,21.6,14.3,2500,3,1.5,2
2024-03-22,Academic Block,212.67,37.2,44.7,213,4,0,26.1,5.3,3000,3,1.0,4
2024-03-22,Library,215.12,33.3,75.9,221,4,0,26.1,5.3,2000,2,1.2,0
2024-03-22,Hostel,154.83,35.1,51.6,118,4,0,26.1,5.3,5000,4,1.1,1
2024-03-22,Admin,200.99,22.7,49.8,229,4,0,26.1,5.3,1500,2,0.9,4
2024-03-22,Lab Block,103.46,25.0,60.1,12,4,0,26.1,5.3,2500,3,1.5,0
2024-03-23,Academic Block,123.97,35.3,47.7,61,5,1,29.3,13.1,3000,3,1.0,4
2024-03-23,Library,214.04,28.6,46.1,241,5,1,29.3,13.1,2000,2,1.2,2
2024-03-23,Hostel,147.31,21.1,58.0,108,5,1,29.3,13.1,5000,4,1.1,3
2024-03-23,Admin,112.98,33.3,62.9,40,5,1,29.3,13.1,1500,2,0.9,3
2024-03-23,Lab Block,208.12,23.9,76.9,213,5,1,29.3,13.1,2500,3,1.5,4
2024-03-24,Academic Block,159.8,32.7,53.2,121,6,1,21.6,11.7,3000,3,1.0,4
2024-03-24,Library,141.2,20.2,53.7,90,6,1,21.6,11.7,2000,2,1.2,3
2024-03-24,Hostel,147.53,33.5,70.2,110,6,1,21.6,11.7,5000,4,1.1,1
2024-03-24,Admin,224.11,28.4,74.0,237,6,1,21.6,11.7,1500,2,0.9,2
2024-03-24,Lab Block,148.47,29.8,48.4,109,6,1,21.6,11.7,2500,3,1.5,4
2024-03-25,Academic Block,123.91,22.9,80.2,41,0,0,24.7,9.7,3000,3,1.0,1
2024-03-25,Library,184.71,25.5,74.5,183,0,0,24.7,9.7,2000,2,1.2,1
2024-03-25,Hostel,213.8,33.5,74.9,215,0,0,24.7,9.7,5000,4,1.1,1
2024-03-25,Admin,190.7,34.5,59.3,179,0,0,24.7,9.7,1500,2,0.9,1
2024-03-25,Lab Block,94.23,28.8,44.8,12,0,0,24.7,9.7,2500,3,1.5,1
2024-03-26,Academic Block,157.74,24.7,87.4,102,1,0,28.8,6.7,3000,3,1.0,2
2024-03-26,Library,234.18,31.2,80.4,246,1,0,28.8,6.7,2000,2,1.2,4
2024-03-26,Hostel,144.89,37.3,41.5,103,1,0,28.8,6.7,5000,4,1.1,1
2024-03-26,Admin,117.64,29.5,37.4,57,1,0,28.8,6.7,1500,2,0.9,0
2024-03-26,Lab Block,138.32,38.0,88.5,28,1,0,28.8,6.7,2500,3,1.5,4
2024-03-27,Academic Block,175.16,25.0,75.8,150,2,0,21.1,13.2,3000,3,1.0,2
2024-03-27,Library,149.07,34.4,40.6,103,2,0,21.1,13.2,2000,2,1.2,2
2024-03-27,Hostel,194.16,21.6,36.8,221,2,0,21.1,13.2,5000,4,1.1,3
2024-03-27,Admin,125.66,28.4,51.4,60,2,0,21.1,13.2,1500,2,0.9,2
2024-03-27,Lab Block,115.67,29.3,57.9,42,2,0,21.1,13.2,2500,3,1.5,4
2024-03-28,Academic Block,123.59,33.4,56.8,39,3,0,26.1,4.8,3000,3,1.0,3
2024-03-28,Library,206.6,20.8,53.1,208,3,0,26.1,4.8,2000,2,1.2,3
2024-03-28,Hostel,157.32,37.4,57.7,106,3,0,26.1,4.8,5000,4,1.1,2
2024-03-28,Admin,138.3,37.4,78.7,73,3,0,26.1,4.8,1500,2,0.9,0
2024-03-28,Lab Block,214.81,29.6,31.0,211,3,0,26.1,4.8,2500,3,1.5,4
2024-03-29,Academic Block,205.07,37.7,78.4,212,4,0,33.5,16.0,3000,3,1.0,1
2024-03-29,Library,183.36,20.6,35.6,178,4,0,33.5,16.0,2000,2,1.2,0
2024-03-29,Hostel,129.15,35.5,67.0,61,4,0,33.5,16.0,5000,4,1.1,0
2024-03-29,Admin,211.15,36.0,57.2,217,4,0,33.5,16.0,1500,2,0.9,4
2024-03-29,Lab Block,185.03,29.1,49.7,157,4,0,33.5,16.0,2500,3,1.5,0
2024-03-30,Academic Block,196.72,20.1,51.9,207,5,1,15.5,18.0,3000,3,1.0,2
2024-03-30,Library,149.23,20.9,63.2,124,5,1,15.5,18.0,2000,2,1.2,3
2024-03-30,Hostel,215.83,35.4,61.4,224,5,1,15.5,18.0,5000,4,1.1,4
2024-03-30,Admin,119.75,31.9,31.1,57,5,1,15.5,18.0,1500,2,0.9,4
2024-03-30,Lab Block,180.19,26.0,83.1,142,5,1,15.5,18.0,2500,3,1.5,4
2024-03-31,Academic Block,180.31,35.2,65.7,135,6,1,21.8,14.0,3000,3,1.0,4
2024-03-31,Library,118.71,36.5,34.9,36,6,1,21.8,14.0,2000,2,1.2,2
2024-03-31,Hostel,157.05,34.5,79.3,112,6,1,21.8,14.0,5000,4,1.1,4
2024-03-31,Admin,176.56,21.8,74.6,179,6,1,21.8,14.0,1500,2,0.9,2
2024-03-31,Lab Block,190.02,36.8,89.3,153,6,1,21.8,14.0,2500,3,1.5,3
2024-04-01,Academic Block,170.33,37.4,36.9,145,0,0,30.5,14.7,3000,3,1.0,1
2024-04-01,Library,221.27,36.0,82.4,233,0,0,30.5,14.7,2000,2,1.2,1
2024-04-01,Hostel,128.34,35.0,55.6,56,0,0,30.5,14.7,5000,4,1.1,1
2024-04-01,Admin,194.59,33.1,52.2,204,0,0,30.5,14.7,1500,2,0.9,4
2024-04-01,Lab Block,214.21,28.8,64.5,201,0,0,30.5,14.7,2500,3,1.5,3
2024-04-02,Academic Block,185.61,22.9,45.4,210,1,0,23.5,8.5,3000,3,1.0,1
2024-04-02,Library,157.06,37.4,60.3,125,1,0,23.5,8.5,2000,2,1.2,2
2024-04-02,Hostel,131.12,31.9,57.6,82,1,0,23.5,8.5,5000,4,1.1,1
2024-04-02,Admin,199.43,21.2,61.2,197,1,0,23.5,8.5,1500,2,0.9,4
2024-04-02,Lab Block,121.9,33.0,49.9,63,1,0,23.5,8.5,2500,3,1.5,0
2024-04-03,Academic Block,164.63,22.7,44.7,148,2,0,29.5,0.3,3000,3,1.0,4
2024-04-03,Library,128.77,26.5,30.6,70,2,0,29.5,0.3,2000,2,1.2,2
2024-04-03,Hostel,119.21,36.2,31.9,40,2,0,29.5,0.3,5000,4,1.1,2
2024-04-03,Admin,170.92,24.4,65.7,169,2,0,29.5,0.3,1500,2,0.9,2
2024-04-03,Lab Block,208.29,32.9,45.1,208,2,0,29.5,0.3,2500,3,1.5,3
2024-04-04,Academic Block,116.14,37.4,73.8,49,3,0,15.7,8.1,3000,3,1.0,1
2024-04-04,Library,193.85,34.3,35.6,220,3,0,15.7,8.1,2000,2,1.2,1
2024-04-04,Hostel,126.23,33.9,59.3,86,3,0,15.7,8.1,5000,4,1.1,0
2024-04-04,Admin,185.05,37.8,47.9,180,3,0,15.7,8.1,1500,2,0.9,4
2024-04-04,Lab Block,206.54,35.1,73.0,187,3,0,15.7,8.1,2500,3,1.5,4
2024-04-05,Academic Block,216.24,25.5,57.8,242,4,0,33.8,1.9,3000,3,1.0,1
2024-04-05,Library,118.86,25.4,70.0,37,4,0,33.8,1.9,2000,2,1.2,1
2024-04-05,Hostel,154.98,22.0,58.6,117,4,0,33.8,1.9,5000,4,1.1,2
2024-04-05,Admin,209.82,36.6,58.8,226,4,0,33.8,1.9,1500,2,0.9,1
2024-04-05,Lab Block,138.54,34.8,76.8,51,4,0,33.8,1.9,2500,3,1.5,4
2024-04-06,Academic Block,147.62,33.3,71.4,99,5,1,28.1,3.2,3000,3,1.0,2
2024-04-06,Library,130.35,34.6,59.7,60,5,1,28.1,3.2,2000,2,1.2,2
2024-04-06,Hostel,190.68,21.2,71.0,183,5,1,28.1,3.2,5000,4,1.1,4
2024-04-06,Admin,131.8,33.3,59.7,76,5,1,28.1,3.2,1500,2,0.9,0
2024-04-06,Lab Block,109.64,20.1,61.2,25,5,1,28.1,3.2,2500,3,1.5,3
2024-04-07,Academic Block,139.51,33.7,80.8,60,6,1,30.4,18.0,3000,3,1.0,1
2024-04-07,Library,128.07,22.1,57.4,58,6,1,30.4,18.0,2000,2,1.2,3
2024-04-07,Hostel,159.53,36.6,41.9,112,6,1,30.4,18.0,5000,4,1.1,3
2024-04-07,Admin,137.34,22.9,44.3,79,6,1,30.4,18.0,1500,2,0.9,4
2024-04-07,Lab Block,119.12,28.7,61.2,42,6,1,30.4,18.0,2500,3,1.5,1
2024-04-08,Academic Block,149.34,22.5,69.0,113,0,0,32.0,12.7,3000,3,1.0,4
2024-04-08,Library,140.09,23.8,62.2,93,0,0,32.0,12.7,2000,2,1.2,0
2024-04-08,Hostel,146.78,24.5,71.1,100,0,0,32.0,12.7,5000,4,1.1,2
2024-04-08,Admin,157.3,35.9,68.6,125,0,0,32.0,12.7,1500,2,0.9,1
2024-04-08,Lab Block,102.0,29.4,51.0,11,0,0,32.0,12.7,2500,3,1.5,2
2024-04-09,Academic Block,93.84,24.0,87.9,16,1,0,23.2,13.2,3000,3,1.0,0
2024-04-09,Library,200.58,20.4,85.4,185,1,0,23.2,13.2,2000,2,1.2,4
2024-04-09,Hostel,119.29,35.6,78.2,14,1,0,23.2,13.2,5000,4,1.1,3
2024-04-09,Admin,155.6,27.0,63.2,139,1,0,23.2,13.2,1500,2,0.9,2
2024-04-09,Lab Block,145.69,35.5,39.4,81,1,0,23.2,13.2,2500,3,1.5,3
2024-04-10,Academic Block,197.96,33.6,73.3,211,2,0,17.7,2.9,3000,3,1.0,3
2024-04-10,Library,97.95,20.2,47.3,27,2,0,17.7,2.9,2000,2,1.2,2
2024-04-10,Hostel,171.64,27.6,37.3,137,2,0,17.7,2.9,5000,4,1.1,4
2024-04-10,Admin,163.69,21.9,41.6,169,2,0,17.7,2.9,1500,2,0.9,3
2024-04-10,Lab Block,217.91,29.1,61.0,226,2,0,17.7,2.9,2500,3,1.5,3
2024-04-11,Academic Block,215.95,33.5,68.8,214,3,0,33.9,9.0,3000,3,1.0,3
2024-04-11,Library,176.32,30.2,85.5,134,3,0,33.9,9.0,2000,2,1.2,1
2024-04-11,Hostel,141.3,37.3,45.4,53,3,0,33.9,9.0,5000,4,1.1,4
2024-04-11,Admin,220.74,37.0,88.4,238,3,0,33.9,9.0,1500,2,0.9,4
2024-04-11,Lab Block,141.46,37.5,86.6,61,3,0,33.9,9.0,2500,3,1.5,0
2024-04-12,Academic Block,218.04,36.5,67.8,232,4,0,16.4,2.4,3000,3,1.0,4
2024-04-12,Library,199.31,20.9,41.3,244,4,0,16.4,2.4,2000,2,1.2,0
2024-04-12,Hostel,178.45,27.4,37.1,176,4,0,16.4,2.4,5000,4,1.1,1
2024-04-12,Admin,123.88,21.7,84.6,68,4,0,16.4,2.4,1500,2,0.9,1
2024-04-12,Lab Block,104.86,37.2,56.3,21,4,0,16.4,2.4,2500,3,1.5,2
2024-04-13,Academic Block,142.74,27.1,85.2,70,5,1,34.8,9.3,3000,3,1.0,1
2024-04-13,Library,161.1,24.2,40.2,116,5,1,34.8,9.3,2000,2,1.2,2
2024-04-13,Hostel,169.17,23.6,48.5,150,5,1,34.8,9.3,5000,4,1.1,3
2024-04-13,Admin,182.16,32.0,87.2,133,5,1,34.8,9.3,1500,2,0.9,3
2024-04-13,Lab Block,138.95,22.9,65.8,69,5,1,34.8,9.3,2500,3,1.5,3
2024-04-14,Academic Block,122.2,20.5,88.9,45,6,1,20.7,7.1,3000,3,1.0,3
2024-04-14,Library,152.3,26.9,62.4,124,6,1,20.7,7.1,2000,2,1.2,1
2024-04-14,Hostel,131.09,33.4,74.8,70,6,1,20.7,7.1,5000,4,1.1,3
2024-04-14,Admin,200.49,20.6,44.8,218,6,1,20.7,7.1,1500,2,0.9,1
2024-04-14,Lab Block,144.93,30.7,85.8,80,6,1,20.7,7.1,2500,3,1.5,2
2024-04-15,Academic Block,184.16,36.4,54.7,180,0,0,21.0,14.5,3000,3,1.0,0
2024-04-15,Library,119.58,25.0,33.1,34,0,0,21.0,14.5,2000,2,1.2,4
2024-04-15,Hostel,181.92,37.5,73.0,170,0,0,21.0,14.5,5000,4,1.1,3
2024-04-15,Admin,163.6,23.4,47.4,152,0,0,21.0,14.5,1500,2,0.9,4
2024-04-15,Lab Block,144.42,36.6,61.4,103,0,0,21.0,14.5,2500,3,1.5,1
2024-04-16,Academic Block,100.18,24.8,47.8,24,1,0,20.4,19.2,3000,3,1.0,4
2024-04-16,Library,209.08,24.2,68.5,223,1,0,20.4,19.2,2000,2,1.2,2
2024-04-16,Hostel,112.05,22.2,78.1,60,1,0,20.4,19.2,5000,4,1.1,0
2024-04-16,Admin,196.95,26.9,34.1,219,1,0,20.4,19.2,1500,2,0.9,0
2024-04-16,Lab Block,183.27,36.2,44.2,149,1,0,20.4,19.2,2500,3,1.5,4
2024-04-17,Academic Block,173.38,28.0,50.1,144,2,0,24.2,13.8,3000,3,1.0,2
2024-04-17,Library,152.42,26.9,54.2,93,2,0,24.2,13.8,2000,2,1.2,4
2024-04-17,Hostel,162.32,33.2,31.2,142,2,0,24.2,13.8,5000,4,1.1,0
2024-04-17,Admin,119.63,32.8,89.1,19,2,0,24.2,13.8,1500,2,0.9,4
2024-04-17,Lab Block,198.99,30.2,52.4,180,2,0,24.2,13.8,2500,3,1.5,2
2024-04-18,Academic Block,167.72,33.5,34.1,135,3,0,24.2,11.3,3000,3,1.0,3
2024-04-18,Library,174.47,37.2,89.1,112,3,0,24.2,11.3,2000,2,1.2,3
2024-04-18,Hostel,113.11,20.6,74.8,38,3,0,24.2,11.3,5000,4,1.1,1
2024-04-18,Admin,145.32,22.3,82.3,121,3,0,24.2,11.3,1500,2,0.9,0
2024-04-18,Lab Block,105.06,23.7,89.5,19,3,0,24.2,11.3,2500,3,1.5,0
2024-04-19,Academic Block,111.93,28.9,40.5,40,4,0,18.3,10.1,3000,3,1.0,1
2024-04-19,Library,183.18,35.7,87.0,134,4,0,18.3,10.1,2000,2,1.2,3
2024-04-19,Hostel,157.23,35.7,53.0,110,4,0,18.3,10.1,5000,4,1.1,2
2024-04-19,Admin,146.89,24.0,68.9,100,4,0,18.3,10.1,1500,2,0.9,0
2024-04-19,Lab Block,132.94,31.9,60.8,62,4,0,18.3,10.1,2500,3,1.5,4
2024-04-20,Academic Block,140.11,22.6,38.4,111,5,1,27.5,14.4,3000,3,1.0,1
2024-04-20,Library,161.37,35.4,32.3,146,5,1,27.5,14.4,2000,2,1.2,2
2024-04-20,Hostel,156.51,27.3,89.8,120,5,1,27.5,14.4,5000,4,1.1,3
2024-04-20,Admin,102.59,26.6,42.6,28,5,1,27.5,14.4,1500,2,0.9,3
2024-04-20,Lab Block,211.48,23.4,88.4,223,5,1,27.5,14.4,2500,3,1.5,2
2024-04-21,Academic Block,219.39,36.6,63.6,249,6,1,22.9,9.0,3000,3,1.0,1
2024-04-21,Library,108.16,27.5,87.9,16,6,1,22.9,9.0,2000,2,1.2,0
2024-04-21,Hostel,197.54,32.8,76.2,181,6,1,22.9,9.0,5000,4,1.1,2
2024-04-21,Admin,172.69,24.2,88.8,167,6,1,22.9,9.0,1500,2,0.9,1
2024-04-21,Lab Block,174.78,29.0,73.5,150,6,1,22.9,9.0,2500,3,1.5,0
2024-04-22,Academic Block,164.31,33.7,73.3,144,0,0,21.6,16.8,3000,3,1.0,1
2024-04-22,Library,103.09,33.2,63.1,16,0,0,21.6,16.8,2000,2,1.2,3
2024-04-22,Hostel,140.64,36.1,65.7,62,0,0,21.6,16.8,5000,4,1.1,4
2024-04-22,Admin,146.03,37.6,77.0,100,0,0,21.6,16.8,1500,2,0.9,4
2024-04-22,Lab Block,119.89,37.7,88.8,41,0,0,21.6,16.8,2500,3,1.5,1
2024-04-23,Academic Block,127.3,31.5,46.9,94,1,0,22.7,1.7,3000,3,1.0,0
2024-04-23,Library,142.49,25.2,35.3,82,1,0,22.7,1.7,2000,2,1.2,3
2024-04-23,Hostel,172.2,32.4,88.3,142,1,0,22.7,1.7,5000,4,1.1,0
